title,magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
"M 6.6 - 45 km NNE of Saryg-Sep, Russia",6.6,0,7,,0,670,us,545,0.0,17.6,mww,15.0,51.842,95.911,"Saryg-Sep, Russia",Asia,Russia
"M 7.1 - 25 km SSE of Wau, Papua New Guinea",7.1,6,6,,0,834,us,485,0.0,10.6,mww,135.0,-7.551,146.809,"Wau, Papua New Guinea",,Papua New Guinea
"M 6.5 - 6 km SSW of Nuevo Balsas, Mexico",6.5,8,7,,0,1400,us,578,0.0,38.6,mww,59.0,17.986,-99.789,"Nuevo Balsas, Mexico",North America,Mexico
"M 6.9 - 39 km SW of Santiago, Peru",6.9,6,7,,0,847,us,474,0.0,46.5,mww,24.0,-14.438,-75.966,"Santiago, Peru",South America,Peru
"M 7.1 - 27 km NNE of Van, Turkey",7.1,9,9,,0,1096,us,693,0.0,19.7,mww,18.0,38.721,43.508,"Van, Turkey",Asia,Turkey
"M 6.5 - 4 km ESE of Finschhafen, Papua New Guinea",6.5,3,6,,0,655,us,423,0.0,12.6,mww,37.0,-6.57,147.881,"Finschhafen, Papua New Guinea",,Papua New Guinea
"M 6.9 - 43 km NW of Mangan, India",6.9,8,8,,0,1562,us,383,0.0,13.0,mww,50.0,27.73,88.155,"Mangan, India",Asia,India
"M 6.7 - 99 km NE of Miyako, Japan",6.7,5,5,,0,712,us,667,0.0,10.9,mwc,30.0,40.273,142.779,"Miyako, Japan",,
"M 6.7 - 68 km WSW of Kabanjahe, Indonesia",6.7,5,6,,0,915,us,447,0.0,15.3,mww,91.0,2.965,97.893,"Kabanjahe, Indonesia",,Indonesia
"M 7.0 - 133 km SSE of Isangel, Vanuatu",7.0,7,5,,0,761,us,406,0.0,15.3,mww,185.1,-20.671,169.716,"Isangel, Vanuatu",,
"M 7.0 - 64 km ESE of Contamana, Peru",7.0,6,6,,0,913,us,471,0.0,26.9,mww,147.0,-7.641,-74.525,"Contamana, Peru",South America,Peru
"M 7.1 - 64 km S of Port-Vila, Vanuatu",7.1,5,6,,0,787,us,564,0.0,12.3,mww,28.0,-18.311,168.218,"Port-Vila, Vanuatu",,
"M 6.5 - 65 km SSW of Port-Vila, Vanuatu",6.5,0,5,,0,650,us,322,0.0,15.0,mwc,35.0,-18.308,168.156,"Port-Vila, Vanuatu",,
"M 7.2 - 71 km SSW of Port-Vila, Vanuatu",7.2,8,6,,0,813,us,280,0.0,18.4,mww,32.0,-18.365,168.143,"Port-Vila, Vanuatu",,
"M 6.6 - 103 km NE of Angoram, Papua New Guinea",6.6,3,6,,0,674,us,229,0.0,16.6,mww,10.0,-3.518,144.828,"Angoram, Papua New Guinea",,Papua New Guinea
M 7.6 - Kermadec Islands region,7.6,3,7,,0,893,us,567,0.0,33.5,mww,17.0,-29.539,-176.34,Kermadec Islands region,,
"M 6.7 - 41 km NNE of Miyako, Japan",6.7,6,6,,0,749,us,592,0.0,24.9,mww,33.0,39.955,142.205,"Miyako, Japan",Asia,Japan
"M 6.8 - 124 km NE of Wé, New Caledonia",6.8,4,5,,0,734,us,519,0.0,12.5,mww,11.0,-20.244,168.226,"Wé, New Caledonia",,
"M 6.8 - 79 km W of Kirakira, Solomon Islands",6.8,5,6,,0,719,us,445,0.0,13.0,mww,79.0,-10.375,161.2,"Kirakira, Solomon Islands",,Solomon Islands
"M 6.6 - 17 km SSW of Ishikawa, Japan",6.6,7,7,,0,822,us,586,0.0,10.1,mww,11.0,37.001,140.401,"Ishikawa, Japan",Asia,Japan
"M 7.1 - 29 km ESE of Ishinomaki, Japan",7.1,8,8,,0,1114,us,446,0.0,17.7,mww,42.0,38.276,141.588,"Ishinomaki, Japan",Asia,Japan
"M 6.6 - 7 km SW of Helio García Alfaro, Mexico",6.6,7,6,,0,897,us,518,0.0,37.2,mww,166.2,17.208,-94.338,"Helio García Alfaro, Mexico",,Mexico
"M 6.9 - 27 km NNW of Tachilek, Myanmar",6.9,7,9,,0,1154,us,335,0.0,18.2,mww,8.0,20.687,99.822,"Tachilek, Myanmar",Asia,Myanmar
"M 6.6 - 50 km ESE of ?tsuchi, Japan",6.6,6,5,,0,673,us,668,0.0,9.5,ms,25.7,39.241,142.463,"?tsuchi, Japan",,
"M 6.5 - 81 km NE of Hasaki, Japan",6.5,0,4,,0,650,us,369,0.0,18.7,mb,6.8,36.166,141.562,"Hasaki, Japan",,
"M 7.7 - 272 km ESE of Kamaishi, Japan",7.7,7,4,,0,931,us,507,0.0,10.8,mwc,18.6,38.058,144.59,"Kamaishi, Japan",,
"M 7.9 - 47 km E of ?arai, Japan",7.9,8,7,,0,1140,us,163,0.0,48.4,mwc,42.6,36.281,141.111,"?arai, Japan",,
"M 9.1 - 2011 Great Tohoku Earthquake, Japan",9.1,9,8,,0,2184,official,541,0.0,9.5,mww,29.0,38.297,142.373,"2011 Great Tohoku Earthquake, Japan",,
"M 7.3 - 120 km SE of ?funato, Japan",7.3,5,5,,0,972,us,550,0.0,17.4,mww,32.0,38.435,142.842,"?funato, Japan",,
"M 6.7 - 38 km W of Constitución, Chile",6.7,5,6,,0,731,us,358,0.0,33.9,mww,21.0,-35.38,-72.834,"Constitución, Chile",,
"M 6.9 - 21 km N of Tomé, Chile",6.9,7,7,,0,988,us,382,0.0,34.7,mww,26.0,-36.422,-72.96,"Tomé, Chile",South America,Chile
"M 7.2 - 46 km WSW of Dalbandin, Pakistan",7.2,7,7,,0,1449,us,372,0.0,25.3,mww,68.0,28.777,63.951,"Dalbandin, Pakistan",Asia,Pakistan
"M 7.0 - 118 km NNE of Tadine, New Caledonia",7.0,2,5,,0,755,us,578,0.0,13.3,mww,9.0,-20.628,168.471,"Tadine, New Caledonia",,
"M 7.2 - 42 km NNW of Carahue, Chile",7.2,8,7,,0,1054,us,397,0.0,30.1,mww,24.0,-38.355,-73.326,"Carahue, Chile",South America,Chile
"M 7.3 - 141 km W of Isangel, Vanuatu",7.3,0,5,,0,820,us,409,0.0,12.0,mwc,16.0,-19.702,167.947,"Isangel, Vanuatu",,
"M 6.7 - 111 km SE of Bam, Iran",6.7,3,7,,0,708,us,279,0.0,24.3,mwc,12.0,28.412,59.18,"Bam, Iran",Asia,Iran
"M 6.6 - 52 km ENE of Kandrian, Papua New Guinea",6.6,0,6,,0,670,us,306,0.0,18.5,mwb,33.0,-6.001,149.977,"Kandrian, Papua New Guinea",,Papua New Guinea
"M 7.8 - 215 km SW of Sungai Penuh, Indonesia",7.8,4,7,,0,946,us,379,0.0,23.0,mwc,20.1,-3.487,100.082,"Sungai Penuh, Indonesia",,
"M 6.7 - 97 km SSW of El Huitusi, Mexico",6.7,5,5,,0,776,us,352,0.0,50.3,mwc,13.0,24.696,-109.156,"El Huitusi, Mexico",,
"M 7.0 - Near the south coast of Papua, Indonesia",7.0,8,5,,0,772,us,271,0.0,15.1,mwc,26.0,-4.963,133.76,"Papua, Indonesia",,Indonesia
"M 7.0 - 19 km NE of Methven, New Zealand",7.0,8,8,,0,1245,us,365,0.0,15.8,mwc,12.0,-43.522,171.83,"Methven, New Zealand",,New Zealand
M 7.1 - Ecuador,7.1,6,5,,0,945,us,672,0.0,12.4,mwc,206.7,-1.266,-77.306,Ecuador,South America,Ecuador
"M 7.3 - 33 km NW of Port-Vila, Vanuatu",7.3,7,7,,0,850,us,405,0.0,20.2,mwc,25.0,-17.541,168.069,"Port-Vila, Vanuatu",,Vanuatu
"M 7.0 - 72 km ESE of Kimbe, Papua New Guinea",7.0,4,6,,0,757,us,396,0.0,12.7,mww,44.0,-5.746,150.765,"Kimbe, Papua New Guinea",,Papua New Guinea
"M 6.5 - 118 km ESE of Madang, Papua New Guinea",6.5,5,4,,0,659,us,403,0.0,11.1,mwc,220.0,-5.486,146.822,"Madang, Papua New Guinea",,Papua New Guinea
"M 7.6 - 61 km W of Bantogon, Philippines",7.6,5,3,,0,902,us,340,0.0,15.1,mwc,578.0,6.497,123.48,"Bantogon, Philippines",,Philippines
"M 7.3 - New Britain region, Papua New Guinea",7.3,8,7,,0,831,us,397,0.0,18.2,mwc,35.0,-5.931,150.59,"New Britain region, Papua New Guinea",,Papua New Guinea
"M 6.9 - 56 km SE of Kimbe, Papua New Guinea",6.9,4,7,,0,737,us,456,0.0,15.7,mwc,28.0,-5.966,150.428,"Kimbe, Papua New Guinea",,Papua New Guinea
"M 6.6 - 30 km SSE of Cañete, Chile",6.6,6,7,,0,753,us,295,0.0,52.8,mwc,22.0,-38.067,-73.31,"Cañete, Chile",South America,Chile
"M 6.7 - 55 km WSW of Kirakira, Solomon Islands",6.7,5,6,,0,696,us,392,0.0,18.7,mwc,35.0,-10.627,161.447,"Kirakira, Solomon Islands",,Solomon Islands
"M 6.6 - 135 km SSE of Biak, Indonesia",6.6,0,7,,0,670,us,309,0.0,25.0,mwc,10.5,-2.329,136.484,"Biak, Indonesia",,Indonesia
"M 7.0 - 121 km SSE of Biak, Indonesia",7.0,3,7,,0,755,us,307,0.0,18.1,mwc,18.0,-2.174,136.543,"Biak, Indonesia",,Indonesia
"M 7.5 - Nicobar Islands, India region",7.5,6,5,,0,1144,us,514,0.0,18.6,mwc,35.0,7.881,91.936,"Nicobar Islands, India region",,
"M 7.2 - 100 km WNW of Sola, Vanuatu",7.2,5,6,,0,804,us,327,0.0,11.7,mwc,31.0,-13.698,166.643,"Sola, Vanuatu",,Vanuatu
"M 7.2 - 45 km SSW of Meulaboh, Indonesia",7.2,5,6,,0,918,us,611,0.0,20.6,mwc,38.0,3.748,96.018,"Meulaboh, Indonesia",,Indonesia
"M 6.9 - 233 km NNW of Qamdo, China",6.9,6,9,,0,773,us,410,0.0,14.9,mwc,17.0,33.165,96.548,"Qamdo, China",Asia,People's Republic of China
"M 6.9 - 99 km WSW of Kirakira, Solomon Islands",6.9,4,5,,0,740,us,399,0.0,12.1,mwc,21.0,-10.878,161.116,"Kirakira, Solomon Islands",,
"M 7.8 - 75 km E of Sinabang, Indonesia",7.8,0,7,,0,936,us,352,0.0,19.2,mwc,31.0,2.383,97.048,"Sinabang, Indonesia",,Indonesia
"M 7.2 - 12km SW of Delta, B.C., MX",7.2,9,9,red,0,2910,ci,10,0.5137,239.0,mw,9.987,32.2862,-115.295,"Delta, B.C., MX",North America,Mexico
"M 6.6 - 217 km N of Bamboo Flat, India",6.6,5,6,,0,701,us,413,0.0,16.7,mwc,34.0,13.667,92.831,"Bamboo Flat, India",,India
"M 6.7 - 52 km NNW of Tomé, Chile",6.7,5,6,,0,856,us,312,0.0,34.7,mwc,18.0,-36.217,-73.257,"Tomé, Chile",,
"M 6.5 - 59 km ENE of Namie, Japan",6.5,6,5,,0,810,us,491,0.0,27.0,mwc,32.0,37.745,141.59,"Namie, Japan",,
"M 7.0 - 52 km NW of Santa Cruz, Chile",7.0,7,7,,0,874,us,403,0.0,17.1,mwc,18.0,-34.326,-71.799,"Santa Cruz, Chile",South America,Chile
"M 6.9 - 61 km NW of Santa Cruz, Chile",6.9,7,7,,0,1280,us,415,0.0,12.5,mwc,11.0,-34.29,-71.891,"Santa Cruz, Chile",South America,Chile
"M 6.8 - 141 km W of Bengkulu, Indonesia",6.8,4,6,,0,717,us,401,0.0,23.2,mwc,26.0,-3.762,100.991,"Bengkulu, Indonesia",,Indonesia
"M 6.6 - 23 km WNW of Talcahuano, Chile",6.6,7,7,,0,736,us,255,0.0,27.8,mwb,18.0,-36.665,-73.374,"Talcahuano, Chile",,Chile
"M 6.5 - 48 km NW of Sola, Vanuatu",6.5,0,4,,0,650,us,426,0.0,18.7,mwb,176.0,-13.571,167.227,"Sola, Vanuatu",,Vanuatu
"M 7.4 - 124 km W of Lebu, Chile",7.4,0,5,,0,842,us,409,0.0,17.6,mwc,35.0,-37.773,-75.048,"Lebu, Chile",,
"M 8.8 - 36 km WNW of Quirihue, Chile",8.8,8,8,,0,1991,official,454,0.0,17.8,mww,22.9,-36.122,-72.898,"Quirihue, Chile",South America,Chile
"M 7.0 - 70 km SE of Katsuren-haebaru, Japan",7.0,6,6,,0,1180,us,487,0.0,15.7,mwc,25.0,25.93,128.425,"Katsuren-haebaru, Japan",,
"M 7.0 - 10 km SE of Léogâne, Haiti",7.0,9,9,,0,1623,us,500,0.0,22.7,mwc,13.0,18.443,-72.571,"Léogâne, Haiti",,Haiti
"M 6.5 - 37 km WNW of Ferndale, California",6.5,7,7,,0,1360,nc,51,0.3225,220.0,mw,28.737,40.652,-124.692,"Ferndale, California",North America,
"M 6.8 - 127 km SE of Gizo, Solomon Islands",6.8,3,6,,0,713,us,338,0.0,15.0,mwc,15.4,-9.019,157.551,"Gizo, Solomon Islands",,
"M 7.1 - 94 km SE of Gizo, Solomon Islands",7.1,5,7,,0,780,us,377,0.0,15.0,mwc,10.0,-8.783,157.354,"Gizo, Solomon Islands",,Solomon Islands
"M 6.6 - 98 km SE of Gizo, Solomon Islands",6.6,5,7,,0,672,us,282,0.0,16.6,mwc,10.0,-8.726,157.487,"Gizo, Solomon Islands",,Solomon Islands
"M 6.5 - 92 km N of Iquique, Chile",6.5,6,7,,0,698,us,390,0.0,17.7,mwc,27.0,-19.394,-70.321,"Iquique, Chile",South America,Chile
"M 7.3 - 77 km ENE of Ba, Fiji",7.3,0,4,,0,820,us,430,0.0,15.0,mwc,595.0,-17.239,178.331,"Ba, Fiji",,Fiji
"M 6.6 - 29 km NNW of Bima, Indonesia",6.6,7,6,,0,677,us,305,0.0,20.4,mwc,18.0,-8.207,118.631,"Bima, Indonesia",,Indonesia
"M 6.8 - 98 km NNE of Naze, Japan",6.8,0,6,,0,711,us,424,0.0,21.4,mwc,34.0,29.218,129.782,"Naze, Japan",,
"M 6.9 - 268 km WSW of Tual, Indonesia",6.9,4,6,,0,972,us,397,0.0,11.0,mwc,130.0,-6.133,130.385,"Tual, Indonesia",,Indonesia
"M 6.8 - 188 km WNW of Sola, Vanuatu",6.8,0,5,,0,711,us,174,0.0,30.2,mwc,35.0,-13.298,165.91,"Sola, Vanuatu",,
"M 7.4 - 143 km NW of Sola, Vanuatu",7.4,0,7,,0,842,us,314,0.0,20.2,mwc,31.1,-13.093,166.497,"Sola, Vanuatu",,Vanuatu
"M 7.8 - 196 km NW of Sola, Vanuatu",7.8,0,6,,0,936,us,195,0.0,20.3,mwc,35.0,-12.517,166.382,"Sola, Vanuatu",,
"M 7.7 - 148 km NW of Sola, Vanuatu",7.7,4,7,,0,916,us,283,0.0,23.2,mww,45.0,-13.006,166.51,"Sola, Vanuatu",,Vanuatu
"M 6.6 - 49 km SSE of Sungai Penuh, Indonesia",6.6,7,7,,0,787,us,417,0.0,30.1,mwc,9.0,-2.482,101.524,"Sungai Penuh, Indonesia",,Indonesia
"M 7.6 - 30 km WSW of Pariaman, Indonesia",7.6,8,8,,0,1639,us,498,0.0,14.0,mwc,81.0,-0.72,99.867,"Pariaman, Indonesia",,Indonesia
"M 8.1 - 168 km SSW of Matavai, Samoa",8.1,7,6,,0,1055,us,520,0.0,20.8,mwc,18.0,-15.489,-172.095,"Matavai, Samoa",,
"M 7.0 - 66 km SSW of Banjar, Indonesia",7.0,7,7,,0,1175,us,312,0.0,16.3,mwc,46.0,-7.782,107.297,"Banjar, Indonesia",,Indonesia
"M 6.7 - 112 km WSW of Padang, Indonesia",6.7,5,6,,0,753,us,369,0.0,14.9,mwc,20.0,-1.479,99.49,"Padang, Indonesia",,Indonesia
"M 6.6 - 244 km SSE of Tateyama, Japan",6.6,4,5,,0,703,us,336,0.0,14.1,mwc,53.0,32.821,140.395,"Tateyama, Japan",,
"M 7.5 - 266 km N of Bamboo Flat, India",7.5,7,6,,0,1248,us,303,0.0,18.2,mwc,24.0,14.099,92.902,"Bamboo Flat, India",,
"M 7.1 - 161 km S of ?yama, Japan",7.1,5,4,,0,1005,us,447,0.0,14.2,mwc,292.0,33.167,137.944,"?yama, Japan",,
"M 6.9 - 96 km WNW of Bahía de Kino, Mexico",6.9,5,7,,0,1202,us,243,0.0,35.0,mwc,10.0,29.039,-112.903,"Bahía de Kino, Mexico",North America,Mexico
"M 7.8 - 97 km WSW of Te Anau, New Zealand",7.8,6,8,,0,1165,us,434,0.0,16.8,mwc,12.0,-45.762,166.562,"Te Anau, New Zealand",,New Zealand
"M 6.7 - 190 km ESE of Kokopo, Papua New Guinea",6.7,5,5,,0,693,us,269,0.0,13.8,mwc,64.0,-5.157,153.782,"Kokopo, Papua New Guinea",,Papua New Guinea
"M 7.3 - 46 km NW of Guanaja, Honduras",7.3,7,8,,0,1560,us,464,0.0,27.2,mwc,19.0,16.731,-86.217,"Guanaja, Honduras",,
"M 7.6 - 191 km S of ‘Ohonua, Tonga",7.6,7,5,,0,916,us,504,0.0,14.0,mwc,31.0,-23.043,-174.66,"‘Ohonua, Tonga",,
"M 7.2 - 196 km SSE of Sarangani, Philippines",7.2,3,7,,0,802,us,432,0.0,18.6,mwc,20.0,3.886,126.387,"Sarangani, Philippines",,Indonesia
"M 7.4 - 86 km WNW of Manokwari, Indonesia",7.4,7,7,,0,846,us,314,0.0,21.1,mwc,23.0,-0.691,133.305,"Manokwari, Indonesia",,Indonesia
"M 6.6 - 50 km S of Jurm, Afghanistan",6.6,5,4,,0,765,us,344,0.0,22.6,mwc,204.8,36.419,70.743,"Jurm, Afghanistan",Asia,Afghanistan
"M 7.7 - 140 km WNW of Manokwari, Indonesia",7.7,5,7,,0,918,us,288,0.0,29.8,mwc,17.0,-0.414,132.885,"Manokwari, Indonesia",,Indonesia
"M 7.4 - 135 km NW of Gorontalo, Indonesia",7.4,9,7,,0,848,us,365,0.0,33.7,mww,30.0,1.271,122.091,"Gorontalo, Indonesia",,Indonesia
"M 6.7 - 19 km SW of Brisas Barra de Suchiate, Mexico",6.7,5,6,,0,731,us,481,0.0,28.6,mwc,24.0,14.423,-92.364,"Brisas Barra de Suchiate, Mexico",,Mexico
"M 6.7 - 131 km SE of Nookat, Kyrgyzstan",6.7,0,6,,0,691,us,529,0.0,22.3,mwc,27.4,39.533,73.824,"Nookat, Kyrgyzstan",Asia,Kyrgyzstan
"M 6.8 - 122 km SSE of Obihiro, Japan",6.8,0,6,,0,711,us,500,0.0,22.2,mwc,25.0,41.892,143.754,"Obihiro, Japan",,
"M 6.6 - 73 km WNW of Tobelo, Indonesia",6.6,0,6,,0,670,us,463,0.0,14.1,mwc,96.0,1.885,127.363,"Tobelo, Indonesia",,Indonesia
"M 6.9 - 75 km WNW of Sola, Vanuatu",6.9,0,6,,0,732,us,531,0.0,14.9,mwc,110.0,-13.501,166.967,"Sola, Vanuatu",,Vanuatu
"M 6.7 - 221 km NE of Jumla, Nepal",6.7,4,7,,0,692,us,325,0.0,28.0,mwc,12.0,30.901,83.52,"Jumla, Nepal",Asia,People's Republic of China
"M 6.8 - 29 km ENE of Morioka, Japan",6.8,8,7,,0,1046,us,633,0.0,20.2,mwc,108.0,39.802,141.464,"Morioka, Japan",Asia,Japan
"M 7.0 - 107 km E of Namie, Japan",7.0,5,5,,0,840,us,577,0.0,18.2,mwc,22.0,37.552,142.214,"Namie, Japan",,
"M 6.9 - 151 km E of Namie, Japan",6.9,5,5,,0,825,duputel,0,0.0,0.0,mww,25.5,37.55,142.714,"Namie, Japan",,
"M 6.6 - 124 km SW of Bamboo Flat, India",6.6,4,5,,0,680,us,630,0.0,18.4,mwc,17.0,11.005,91.824,"Bamboo Flat, India",,
"M 6.9 - 24 km WSW of Mizusawa, Japan",6.9,7,8,,0,888,us,654,0.0,17.1,mwc,7.8,39.03,140.881,"Mizusawa, Japan",Asia,Japan
"M 7.9 - 58 km W of Tianpeng, China",7.9,9,9,,0,1870,us,774,0.0,11.3,mwc,19.0,31.002,103.322,"Tianpeng, China",Asia,People's Republic of China
"M 6.9 - 78 km NE of Hasaki, Japan",6.9,5,5,,0,910,us,519,0.0,21.1,mwc,27.0,36.164,141.526,"Hasaki, Japan",,
"M 7.3 - 71 km SW of Isangel, Vanuatu",7.3,0,6,,0,820,us,486,0.0,13.4,mwc,33.0,-20.071,168.892,"Isangel, Vanuatu",,
"M 7.2 - 226 km SE of Hotan, China",7.2,0,7,,0,798,us,532,0.0,25.9,mwc,10.0,35.49,81.467,"Hotan, China",Asia,People's Republic of China
M 6.9 - Philippine Islands region,6.9,4,5,,0,740,us,544,0.0,25.9,mwc,24.0,13.351,125.63,Philippine Islands region,,
"M 6.7 - 155 km SSW of Padang, Indonesia",6.7,5,6,,0,696,us,543,0.0,15.1,mwc,25.0,-2.245,99.808,"Padang, Indonesia",,Indonesia
"M 6.6 - 161 km SSW of Padang, Indonesia",6.6,4,6,,0,674,us,421,0.0,17.7,mwc,25.0,-2.332,99.891,"Padang, Indonesia",,Indonesia
"M 7.2 - 164 km WSW of Sungai Penuh, Indonesia",7.2,4,7,,0,832,us,505,0.0,18.4,mwc,25.0,-2.486,99.972,"Sungai Penuh, Indonesia",,Indonesia
"M 6.5 - 166 km WSW of Sungai Penuh, Indonesia",6.5,4,6,,0,654,us,429,0.0,28.3,mwc,22.0,-2.405,99.931,"Sungai Penuh, Indonesia",,Indonesia
"M 7.4 - 56 km NW of Sinabang, Indonesia",7.4,5,7,,0,914,us,607,0.0,16.4,mwc,26.0,2.768,95.964,"Sinabang, Indonesia",,Indonesia
"M 6.5 - 50 km S of Koróni, Greece",6.5,8,5,,0,692,us,650,0.0,30.7,mwc,28.0,36.345,21.863,"Koróni, Greece",Europe,
"M 6.9 - 35 km S of Methóni, Greece",6.9,6,6,,0,941,us,645,0.0,30.6,mwc,29.0,36.501,21.67,"Methóni, Greece",Europe,
"M 6.5 - 9 km SSW of General Pascual Fentes, Mexico",6.5,7,6,,0,723,us,521,0.0,27.6,mwc,83.0,16.357,-94.304,"General Pascual Fentes, Mexico",,Mexico
"M 6.6 - 46 km SSE of Gisborne, New Zealand",6.6,7,6,,0,808,us,461,0.0,18.8,mwc,20.0,-39.011,178.291,"Gisborne, New Zealand",,
"M 6.7 - 80 km NNE of Antofagasta, Chile",6.7,5,7,,0,704,us,481,0.0,30.3,mwb,45.0,-22.954,-70.182,Ant,South America,Chile
"M 7.4 - 18 km WNW of Basse-Pointe, Martinique",7.4,7,7,,0,1542,us,663,0.0,13.4,mwb,156.0,14.944,-61.274,"Basse-Pointe, Martinique",,Martinique
"M 6.6 - 60 km SSE of Kirakira, Solomon Islands",6.6,3,6,,0,672,us,280,0.0,26.9,mwc,16.0,-10.95,162.149,"Kirakira, Solomon Islands",,Solomon Islands
"M 6.5 - 34 km N of Dompu, Indonesia",6.5,5,7,,0,653,us,272,0.0,27.6,mwc,18.0,-8.224,118.467,"Dompu, Indonesia",,Indonesia
"M 6.5 - 28 km NNW of Dompu, Indonesia",6.5,7,7,,0,657,us,353,0.0,27.5,mwc,20.0,-8.292,118.37,"Dompu, Indonesia",,Indonesia
"M 6.8 - 107 km N of Lae, Papua New Guinea",6.8,6,6,,0,722,us,341,0.0,15.9,mwc,53.0,-5.757,147.098,"Lae, Papua New Guinea",,Papua New Guinea
"M 6.8 - 30 km E of Macas, Ecuador",6.8,7,6,,0,790,us,649,0.0,27.0,mwc,122.9,-2.312,-77.838,"Macas, Ecuador",South America,Ecuador
"M 6.8 - 82 km NNE of Antofagasta, Chile",6.8,6,7,,0,716,us,285,0.0,40.1,mwc,26.0,-22.925,-70.237,Ant,South America,Chile
"M 7.7 - 36 km ESE of Tocopilla, Chile",7.7,8,7,,0,995,us,610,0.0,22.4,mwc,40.0,-22.247,-69.89,"Tocopilla, Chile",South America,Chile
"M 6.8 - 138 km W of Bengkulu, Indonesia",6.8,3,5,,0,713,us,494,0.0,23.9,mwc,21.0,-3.899,101.02,"Bengkulu, Indonesia",,Indonesia
"M 6.8 - 70 km N of Te Anau, New Zealand",6.8,4,7,,0,744,us,338,0.0,19.0,mwc,18.0,-44.796,167.553,"Te Anau, New Zealand",,New Zealand
"M 6.8 - 154 km ESE of Kokopo, Papua New Guinea",6.8,4,5,,0,713,us,348,0.0,15.5,mwc,40.0,-4.99,153.5,"Kokopo, Papua New Guinea",,Papua New Guinea
"M 6.7 - 118 km SSW of Padang, Indonesia",6.7,3,5,,0,696,us,503,0.0,26.9,mwc,30.0,-1.999,100.141,"Padang, Indonesia",,Indonesia
"M 7.0 - 153 km SSW of Padang, Indonesia",7.0,4,7,,0,768,us,537,0.0,23.1,mwc,22.0,-2.13,99.627,"Padang, Indonesia",,Indonesia
"M 6.5 - Kepulauan Mentawai region, Indonesia",6.5,0,5,,0,650,us,409,0.0,26.2,mwc,28.9,-1.689,99.668,"Kepulauan Mentawai region, Indonesia",,Indonesia
"M 7.9 - 87 km SW of Sungai Penuh, Indonesia",7.9,8,7,,0,1133,us,446,0.0,29.1,mwc,35.0,-2.625,100.841,"Sungai Penuh, Indonesia",,Indonesia
"M 7.8 - 148 km WSW of Sungai Penuh, Indonesia",7.8,7,8,,0,1152,duputel,0,0.0,0.0,mww,40.5,-2.52,100.139,"Sungai Penuh, Indonesia",Asia,Indonesia
"M 8.4 - 122 km SW of Bengkulu, Indonesia",8.4,0,6,,0,1086,official,411,0.0,32.3,mww,34.0,-4.438,101.367,"Bengkulu, Indonesia",,Indonesia
"M 6.8 - 39 km WNW of Timbiquí, Colombia",6.8,5,6,,0,747,us,653,0.0,17.6,mwc,15.0,2.966,-77.963,"Timbiquí, Colombia",,Colombia
"M 7.2 - 97 km S of Lata, Solomon Islands",7.2,0,5,,0,798,us,312,0.0,21.3,mwc,35.0,-11.61,165.762,"Lata, Solomon Islands",,
"M 6.5 - 31 km WSW of Malango, Solomon Islands",6.5,5,6,,0,675,us,382,0.0,12.8,mwc,15.0,-9.834,159.465,"Malango, Solomon Islands",,
"M 8.0 - 41 km SW of San Vicente de Cañete, Peru",8.0,9,8,,0,1385,us,625,0.0,25.7,mwc,39.0,-13.386,-76.603,"San Vicente de Cañete, Peru",,Peru
"M 7.5 - 35 km NNE of Rengasdengklok, Indonesia",7.5,0,5,,0,865,us,228,0.0,30.7,mwc,280.0,-5.859,107.419,"Rengasdengklok, Indonesia",,Indonesia
"M 7.2 - 56 km E of Luganville, Vanuatu",7.2,7,7,,0,803,us,494,0.0,20.4,mwb,120.0,-15.595,167.68,"Luganville, Vanuatu",,Vanuatu
"M 6.9 - 140 km NNW of Tobelo, Indonesia",6.9,3,5,,0,734,us,374,0.0,24.1,mwb,25.0,2.872,127.464,"Tobelo, Indonesia",,Indonesia
"M 6.8 - 133 km WNW of Mikuni, Japan",6.8,5,4,,0,779,us,664,0.0,18.2,mwb,350.4,36.808,134.85,"Mikuni, Japan",,
"M 6.6 - 20 km NNW of Kashiwazaki, Japan",6.6,8,8,,0,831,us,782,0.0,16.7,mwc,12.0,37.535,138.446,"Kashiwazaki, Japan",Asia,Japan
"M 6.7 - 43 km SSE of Iztapa, Guatemala",6.7,6,6,,0,972,us,468,0.0,37.7,mwc,23.0,13.554,-90.618,"Iztapa, Guatemala",,
"M 6.9 - 113 km SSE of Panguna, Papua New Guinea",6.9,0,7,,0,732,us,305,0.0,15.3,mwc,10.0,-7.306,155.741,"Panguna, Papua New Guinea",,Solomon Islands
"M 6.6 - 99 km SSE of Panguna, Papua New Guinea",6.6,0,7,,0,670,us,251,0.0,16.0,mb,10.0,-7.169,155.777,"Panguna, Papua New Guinea",,Solomon Islands
"M 8.1 - 45 km SSE of Gizo, Solomon Islands",8.1,9,8,,0,1025,us,439,0.0,14.7,mwc,24.0,-8.466,157.043,"Gizo, Solomon Islands",,Solomon Islands
"M 6.7 - 46 km NW of Nanao, Japan",6.7,7,8,,0,782,us,493,0.0,23.9,mwc,8.0,37.336,136.588,"Nanao, Japan",Asia,Japan
